Name,Goal,Status,Currency,DeadlineDate,NamefromUrl,N_Category,N_Location,N_min_Price,N_FAQ,N_Updates,N_Comments,N_ScrapeDate,D_Target,D_backers,D_TotalAmountPledged,D_FAQ,D_updates,D_Comments,D_StartDate,D_EndDate,D_ended
The Mining Factory - buy mine and trade cryptocurrencies,50000,live,EUR,03-22-2018,the-mining-factory-buy-mine-and-trade-cryptocurren,Games,Dublin Ireland,24,0,0,0,02-20-2018,0,3,94,0,1,1,02-20-2018,02-23-2018,ended
Yelth + Zhana (Prologue: Dawn of Descent)A Visual Novel,2750,live,USD,02-16-2018,yelth-zhana-prologue-dawn-of-descenta-visual-novel,Games,El Paso TX,10,0,0,0,01-17-2018,0,12,352,0,6,0,01-17-2018,02-16-2018,ended
Egg Trump,100000,live,USD,11-23-2017,egg-trump,Games,Fullerton CA,0,0,1,0,11-22-2017,0,1,25,0,1,0,10-24-2017,11-23-2017,ended
Let's Egg Trump,15000,live,USD,12-31-2017,lets-egg-trump,Games,Fullerton CA,0,0,0,0,12-01-2017,0,4,16,0,0,2,12-01-2017,12-31-2017,ended
My Own Private Horse - NetEquus,30000,live,DKK,01-31-2018,my-own-private-horse-netequus,Games,Glostrup Denmark,50,0,0,0,12-11-2017,0,2,110,1,2,1,12-11-2017,01-31-2018,ended
The Dad Joke Game,10000,live,USD,12-14-2017,the-dad-joke-game,Games,Grand Rapids MI,15,1,1,0,11-14-2017,0,42,1067,1,1,2,11-14-2017,12-14-2017,ended
100-year War: Russia vs World. Spy Game based on real events,5000,live,USD,02-28-2018,100-year-war-russia-vs-world-candid-postcards-spy,Games,Grandville MI,25,0,0,0,02-15-2018,0,2,42,0,0,0,02-13-2018,02-16-2018,ended
Tri-p tacos eater: a game for android devices,40000,live,MXN,01-10-2018,tri-p-tacos-eater-a-game-for-android-devices,Games,Guadalajara Mexico,100,0,0,0,12-11-2017,0,1,25,0,0,0,12-11-2017,01-10-2018,ended
Over 100 background sounds to get you out of any situation,6000,live,USD,11-22-2017,an-all-new-cd-stock-piled-with-background-sounds-f,Games,Hartford CT,20,0,1,0,11-10-2017,0,0,0,0,1,0,11-08-2017,11-22-2017,ended
Early Education Play & Fine Motor Skill Development Program,20000,live,USD,01-26-2018,early-education-play-and-fine-motor-skill-developm,Games,Hartsdale NY,50,0,0,0,11-27-2017,0,0,0,0,0,0,11-27-2017,01-26-2018,ended
Devil's Markings,2500,live,USD,12-12-2017,devils-markings,Games,Hewlett NY,25,0,6,0,11-22-2017,0,7,167,0,7,0,10-13-2017,12-12-2018,ended
TAS-CON 2018,900,live,USD,02-21-2018,tas-con-2018,Games,Holliston MA,21,0,0,3,01-22-2018,1,48,1437,0,0,0,01-22-2018,02-21-2018,ended
Virtual Reality,550,live,USD,02-15-2018,virtual-reality-0,Games,Houston TX,15,0,0,1,01-15-2018,0,4,18,0,0,2,01-15-2018,01-16-2018,ended
SpinBlock Table Tennis Center,15000,live,USD,01-28-2018,spinblock-table-tennis-center,Games,Indianapolis IN,10,0,0,0,12-28-2017,0,67,8604,0,7,1,12-28-2017,01-27-2018,ended
PLAYING HOUSE 2: Enhanced Reality 3D Coloring Book,10000,live,USD,12-31-2017,playing-house-2-enhanced-reality-3d-coloring-book,Games,Irvine CA,39,0,0,0,11-21-2017,1,43,11468,0,0,0,11-21-2017,12-31-2017,ended
Nekros Imperium Ultima Online,1200,live,EUR,02-15-2018,nekros-imperium-ultima-online,Games,Italia Italy,20,0,0,0,01-25-2018,0,3,60,0,0,0,01-25-2018,02-15-2018,ended
OrkDugOut Fantasy Football Ork Display,250,live,EUR,12-30-2017,orkdugout-fantasy-football-ork-display,Games,Italia Italy,26,0,0,3,11-10-2017,1,28,1481,0,0,0,11-10-2017,12-30-2017,ended
PEW-Box - infra-red toy weapons,3000,live,EUR,02-14-2018,pew-box-infra-red-toy-weapons,Games,Italia Italy,10,0,0,0,01-15-2018,0,0,0,0,0,0,01-15-2018,01-27-2018,ended
Play books for children,1500,live,EUR,11-27-2017,play-books-for-children,Games,Italia Italy,20,0,0,0,11-22-2017,0,0,0,0,0,0,10-28-2017,11-27-2017,ended
The Drag and Drop cookbook for Game Maker 2,4500,live,EUR,02-20-2018,the-drag-and-drop-cookbook-for-game-maker-2,Games,Italia Italy,15,0,0,0,01-21-2018,0,6,66,0,0,0,01-21-2018,02-20-2018,ended
BattleChess,10000,live,USD,12-12-2017,battlechess,Games,Jackson MI,8,0,0,0,11-11-2017,0,16,175,0,1,0,11-11-2017,11-26-2018,ended
16-32bit game (name to be decided),100000,live,USD,01-07-2018,16-32bit-game-name-to-be-decided,Games,Jonesburg MO,0,0,0,0,12-08-2017,0,0,0,0,0,0,12-08-2017,12-10-2017,ended
Dice Odyssey - Dice Strategy Meets RPG Adventure!,20000,live,USD,02-22-2018,dice-odyssey-dice-strategy-meets-rpg-adventure,Games,Kansas City MO,74,0,0,11,01-30-2018,0,374,31785,0,9,156,01-30-2018,02-10-2018,ended
The Coolest Way To Learn Game Dev!,399,live,CAD,01-10-2018,the-coolest-way-to-learn-game-dev,Games,Kelowna Canada,12,0,0,0,12-11-2017,0,6,124,0,0,0,12-10-2017,01-09-2018,ended
OW Forge,5000,live,EUR,12-02-2017,ow-forge,Games,Landgraaf Netherlands,3,0,3,0,11-22-2017,0,23,445,0,3,0,10-02-2017,11-28-2017,ended
Space Dwarves - 28mm Sci-Fi miniatures,1000,live,EUR,02-11-2018,space-dwarves-28mm-sci-fi-miniatures,Games,Le Havre France,40,0,3,5,01-12-2018,1,121,7777,0,0,0,01-12-2018,02-11-2018,ended
Crazy Ballers,50000,live,GBP,12-26-2017,crazy-ballers,Games,London UK,50,0,0,0,11-26-2017,0,0,0,0,0,0,11-26-2017,12-26-2017,ended
Daddy: The Game 2018,35000,live,GBP,01-14-2018,daddy-the-game-2018,Games,London UK,10,0,0,0,12-15-2017,0,0,0,0,0,0,12-15-2017,12-17-2017,ended
DraftMLS 2018 Fantasy Soccer Season,10000,live,USD,02-28-2018,draftmls-2018-fantasy-soccer-season,Games,London UK,25,0,0,1,02-14-2018,0,4,89,0,0,2,02-14-2018,02-28-2018,ended
Thundorn's- The City,5000,live,GBP,02-15-2018,thundorns-the-city,Games,London UK,20,0,0,0,01-16-2018,0,3,61,0,0,0,01-16-2018,02-15-2018,ended
18 (Eighteen),55000,live,USD,04-02-2018,18-eighteen,Games,Long Island NY,0,3,0,0,02-01-2018,0,0,0,3,0,0,02-01-2018,02-08-2018,ended
BUFFALO BUFFALO Magnetic Poetry Set,3500,live,USD,12-08-2017,buffalo-buffalo-magnetic-poetry-set,Games,Los Angeles CA,16,0,0,0,11-22-2017,1,81,3581,0,0,0,11-07-2017,12-07-2017,ended
RepliCade: Mini Tempest Arcade Machine Replica 12â€ Tall,20000,live,USD,02-21-2018,replicade-mini-tempest-arcade-machine-replica-12-t,Games,Los Angeles CA,90,0,0,26,01-30-2018,1,1320,164093,0,0,0,01-30-2018,02-20-2018,ended
Texas Roll'em,2500,live,USD,12-18-2017,texas-rollem,Games,Los Angeles CA,20,0,0,0,11-20-2017,0,13,136,0,0,0,11-20-2017,12-18-2017,ended
Mission: Kepler - Open world Sci-fi FPS,2000,live,EUR,02-23-2018,mission-kepler-open-world-sci-fi-fps,Games,Madrid Spain,10,0,0,0,01-24-2018,0,2,35,0,0,0,01-23-2018,02-22-2018,ended
Mchumba for Kids - Lose yourself in Imagination.,70000,live,AUD,12-02-2017,mchumba-for-kids-lose-yourself-in-imagination,Games,Melbourne AU,10,0,0,0,11-22-2017,0,0,0,0,0,0,10-23-2017,12-02-2017,ended
Silver Shell: Combat Automata,13800,live,AUD,02-20-2018,silver-shell-combat-automata,Games,Melbourne AU,55,0,0,0,01-22-2018,0,5,545,0,1,0,01-22-2018,02-05-2018,ended
Nubify el â€˜Netflixâ€™ de los videojuegos para LatinoamÃ©rica,30000,live,MXN,01-09-2018,nubify-el-netflix-de-los-videojuegos-para-latinoam,Games,Mexico Mexico,190,0,1,0,12-07-2017,0,6,5450,0,1,0,12-06-2017,12-11-2017,ended
OOF-DAH!: The Organic Farm Strategy Game,400,live,USD,01-05-2018,oof-dah-the-organic-farm-strategy-game-0,Games,Minneapolis MN,0,0,0,0,12-06-2017,0,1,1,1,5,0,12-06-2017,01-05-2018,ended
Ball Dico The Game,800,live,EUR,11-15-2017,ball-dico-the-game,Games,Mola di Bari Italy,50,0,0,0,11-13-2017,0,2,801,0,0,0,11-13-2017,11-13-2017,ended
Age of Champions Action survival mobile game,5000,live,CAD,02-13-2018,age-of-champions-action-survival-mobile-game,Games,Montreal Canada,10,0,0,0,01-14-2018,0,3,31,0,0,0,01-14-2018,02-13-2018,ended
The Goblin Sorcerer - Miniature Paper Model for tabletop RPG,150,live,CAD,01-10-2018,the-goblin-sorcerer-miniature-paper-model-for-tabl,Games,Montreal Canada,5,0,0,3,12-19-2017,1,46,356,0,0,0,12-19-2017,01-10-2018,ended
Trolls & Goblins,750,live,EUR,12-10-2017,trolls-and-goblins,Games,Nantes France,22,0,0,2,11-10-2017,1,142,9628,0,0,0,11-10-2017,12-10-2018,ended
2018 Grow the Game Challenge,1000,live,USD,01-06-2018,2018-grow-the-game-challenge,Games,Nashville TN,5,0,0,0,12-06-2017,0,5,125,0,0,0,12-06-2017,12-16-2017,ended
Fully Custom Printed LEGO Figures,4000,live,USD,02-18-2018,jakes-custom-bricks-and-lego-figures,Games,New Haven CT,15,0,0,0,01-24-2018,0,2,45,0,0,0,01-19-2018,02-18-2018,ended
"ABA \""ANCIENT BEAST ARENA\""",21500,live,GBP,02-24-2018,aba-ancient-beast-arena,Games,Northampton UK,14,0,0,0,01-19-2018,0,4,1220,0,0,0,01-19-2018,02-24-2018,ended
BoxManager - Boxing Manger Game,500,live,GBP,12-28-2017,boxmanager-boxing-manger-game,Games,Norwich UK,50,0,0,0,11-22-2017,0,1,50,0,0,0,10-29-2017,12-28-2017,ended
Who's in your Wallet? A Mind Bending Mathematical Challenge.,10000,live,USD,12-25-2017,whos-in-your-wallet-a-mind-bending-mathematical-ch,Games,Orange Park FL,2,0,0,3,11-22-2017,0,2,15,0,0,3,10-26-2017,12-25-2017,ended
ARCADIA GAMING,500,live,USD,01-08-2018,arcadia-gaming,Games,Palm Springs CA,15,0,0,0,12-08-2017,0,0,0,0,2,0,12-08-2017,01-07-2018,ended
KITTY QUEST - Classic board game without the Board,1500,live,USD,11-30-2017,kitty-quest-classic-board-game-without-the-board,Games,Pelahatchie MS,14,7,3,9,11-22-2017,0,30,1230,7,4,11,10-31-2017,11-30-2018,ended
World of Supernatural,1200,live,USD,01-02-2018,world-of-supernatural,Games,Perris CA,10,0,0,1,11-22-2017,0,4,386,0,2,1,11-03-2017,12-19-2017,ended
Dungeon Dice Towers,500,live,USD,02-01-2018,dungeon-dice-towers,Games,Perryton TX,30,0,0,0,01-17-2018,0,19,417,0,8,2,01-17-2018,01-25-2018,ended
Fantasy Inspired Dice Towers,500,live,USD,02-02-2018,fantasy-inspired-dice-towers,Games,Perryton TX,30,0,1,0,01-26-2018,1,33,1000,0,0,0,01-26-2018,02-02-2018,ended
Fantasy Magic Item Cards: RPG Items for 5E,5000,live,USD,02-01-2018,fantasy-magic-item-cards-rpg-items-for-5e,Games,Perryton TX,10,0,0,7,01-02-2018,0,14,630,0,4,14,01-02-2018,01-17-2018,ended
Pigeon Nest,5000,live,AUD,12-10-2017,pigeon-nest,Games,Perth AU,60,0,0,0,11-10-2017,0,19,810,0,0,0,11-10-2017,12-10-2017,ended
Top Banana,4900,live,USD,02-02-2018,top-banana,Games,Phoenix AZ,7,0,0,0,01-03-2018,0,56,1065,4,1,8,01-03-2018,02-02-2018,ended
Hoppy Pals,298,live,USD,02-05-2018,hoppy-pals,Games,Portland OR,99,0,0,0,01-22-2018,0,2,2,0,0,0,01-22-2018,02-05-2018,ended
Smart Space by A-Case,7500,live,USD,03-11-2018,smart-space-by-a-case,Games,Poznan Poland,5,0,0,4,02-19-2018,0,40,1670,0,1,16,02-19-2018,02-26-2018,ended
Utility Card Game,2000,live,USD,03-01-2018,utility-card-game,Games,Provo UT,20,0,0,0,02-06-2018,0,4,64,0,0,0,02-06-2018,02-09-2018,ended
The Nerdery,25000,live,USD,12-01-2017,the-nerdery,Games,Rochester NY,10,0,0,0,11-22-2017,0,4,585,0,0,0,10-31-2017,11-30-2017,ended
Swat Next Generation,35000,live,EUR,02-27-2018,swat-next-generation,Games,Rome Italy,16,3,0,0,01-28-2018,0,45,1069,3,0,3,01-28-2018,02-27-2018,ended
The Mother Of Dragons,5000,live,EUR,12-31-2017,the-mother-of-dragons,Games,Rome Italy,30,0,2,4,12-11-2017,1,225,30308,0,0,0,12-11-2017,12-31-2018,ended
Loner Pong - The One Person Ping Pong Game,6800,live,USD,02-09-2018,loner-pong-the-one-person-ping-pong-game,Games,Salt Lake City UT,15,0,0,0,01-10-2018,0,10,272,0,0,0,01-10-2018,02-09-2018,ended
The Ultimate Intimacy App,12000,live,USD,01-11-2018,the-ultimate-intimacy-app,Games,Salt Lake City UT,0,0,0,0,12-12-2017,0,3,30,0,0,0,12-12-2017,01-11-2018,ended
Propeller Spring 2.0,30,live,EUR,12-26-2017,propeller-spring-20,Games,Sooß Austria,0,0,1,0,12-23-2017,1,36,225,0,0,0,12-23-2017,12-26-2018,ended
Mouse Hunt Cat Toy,10000,live,USD,03-14-2018,mouse-hunt-cat-toy,Games,South Florida FL,38,7,3,6,02-07-2018,0,400,18275,7,4,25,02-07-2018,02-09-2018,ended
FrameWorkDigital.,12345,live,GBP,02-08-2018,frameworkdigital,Games,Southampton UK,5,0,0,0,01-08-2018,0,2,6,0,1,0,01-08-2018,02-07-2018,ended
Don't Get Caught with the CHEESE,2500,live,USD,01-05-2018,dont-get-caught-with-the-cheese,Games,Springfield MO,0,0,0,0,12-01-2017,0,2,31,0,0,0,12-01-2017,01-05-2018,ended
The Game of Mixed Emotions: Teaching Emotional Vocabulary,10000,live,USD,12-12-2017,the-game-of-mixed-emotions-teaching-emotional-voca,Games,Stamford CT,10,0,0,0,11-19-2017,1,135,10176,0,0,0,11-19-2017,12-12-2017,ended
TRUMPERY the party game! Make GAME NIGHT great again!,6000,live,USD,03-06-2018,trumpery-the-party-game-make-game-night-great-agai,Games,Staunton VA,30,0,1,0,02-16-2018,0,68,3484,0,4,1,02-16-2018,02-28-2018,ended
Toy Soldier Shooting Gallery,4500,live,USD,01-18-2018,toy-soldier-shooting-gallery,Games,Taipei City Taiwan,49,0,0,0,12-03-2017,0,3,289,0,0,0,12-03-2017,01-17-2018,ended
Block-R,66000,live,EUR,12-26-2017,block-r,Games,The Hague Netherlands,22,0,0,0,11-27-2017,0,2,55,0,0,0,11-27-2017,12-26-2017,ended
Let's make an English version of Tsundere Idol!,10000,live,CAD,03-01-2018,lets-make-an-english-version-of-tsundere-idol,Games,Toronto Canada,10,10,0,2,01-22-2018,1,350,11293,0,0,0,01-22-2018,02-28-2018,ended
Tile Maps,50000,live,CAD,11-24-2017,tile-maps,Games,Toronto Canada,0,0,0,0,11-22-2017,0,1,20,0,0,0,10-25-2017,11-24-2017,ended
BounceBall,4000,live,USD,01-27-2018,bounceball,Games,Trumbull CT,35,0,0,0,12-28-2017,0,2,2,0,0,0,12-28-2017,01-27-2018,ended
Dick In A Box,5000,live,USD,02-17-2018,dick-in-a-box,Games,Tulsa OK,20,0,0,0,01-15-2018,0,3,86,0,0,2,01-15-2018,02-16-2018,ended
R-Cab Retro Arcade Cabinet,1500,live,USD,02-28-2018,r-cab-retro-arcade-cabinet,Games,Tyler TX,0,0,0,0,01-29-2018,0,0,0,0,0,0,01-29-2018,02-28-2018,ended
Cabinet Game Table from Carolina Game Tables,20000,live,USD,11-28-2017,cabinet-game-table-from-carolina-game-tables,Gaming Hardware,Conover NC,25,0,3,1,11-22-2017,0,25,3168,1,6,6,11-09-2017,11-27-2018,ended
Fantasy Boxes - A decorative tabletop storage solution.,1500,live,USD,12-06-2017,fantasy-boxes-a-decorative-tabletop-storage-soluti,Gaming Hardware,Escondido CA,24,4,5,10,11-22-2017,1,51,3568,0,0,0,11-06-2017,12-06-2018,ended
Late medieval to Napoleonic wargame scenery for 6 to 28mm,400,live,EUR,01-13-2018,late-medieval-to-napoleonic-wargame-scenery-for-6,Gaming Hardware,France France,25,0,0,0,11-14-2017,1,71,3886,0,0,0,11-14-2017,01-13-2018,ended
Complete Craftworks - Dice Masters Storage Box,5000,live,USD,02-25-2018,complete-craftworks-dice-masters-storage-box,Gaming Hardware,Heber City UT,30,0,1,0,01-26-2018,0,14,532,0,4,2,01-26-2018,02-25-2018,ended
Old West Buildings for HO Scale Train Layouts & Wargaming,1500,live,USD,01-16-2018,old-west-buildings-for-ho-scale-train-layouts-and,Gaming Hardware,Hesperia CA,40,0,0,1,12-26-2017,1,35,1964,0,0,0,12-26-2017,01-16-2018,ended
Dragon's Breath Laser Bases,4550,live,USD,12-20-2017,dragons-breath-laser-bases,Gaming Hardware,Kansas City MO,25,0,0,0,11-20-2017,0,2,320,0,1,0,11-20-2017,12-06-2017,ended
Arxpell - Hit location dice,600,live,EUR,12-12-2017,arxpell-hit-location-dice,Gaming Hardware,Marseille France,7,0,1,17,11-22-2017,1,625,7781,0,0,0,11-02-2017,12-12-2017,ended
Frost d8 Dice for RPGs,2000,live,USD,02-09-2018,frost-d8-dice-for-rpgs,Gaming Hardware,Menasha WI,20,0,0,4,01-10-2018,1,110,2820,0,0,0,01-10-2018,02-09-2018,ended
GameSir G5: The next-gen gaming controller for MOBAs & FPSs,10000,live,USD,02-28-2018,gamesir-g5-the-next-gen-gaming-controller-for-moba,Gaming Hardware,Mission Viejo CA,49,0,0,2,01-29-2018,1,578,46358,0,0,0,01-29-2018,02-28-2018,ended
Cold Hands Affect Your Game!!,95000,live,CAD,01-14-2018,swifthandz-eliminate-cold-hands-while-gaming,Gaming Hardware,Montreal Canada,30,0,0,3,12-15-2017,0,24,1314,0,1,4,12-15-2017,12-20-2018,ended
ZephVR - Real Wind for Virtual Reality,30000,live,USD,12-04-2017,zephvr-real-wind-for-virtual-reality,Gaming Hardware,New York NY,25,7,1,56,11-22-2017,0,389,40576,7,2,58,11-02-2017,12-01-2017,ended
Leather Dice Pocket~Pouch,500,live,USD,01-07-2018,leather-dice-pocket-pouch,Gaming Hardware,Pittsburgh PA,15,0,0,0,12-08-2017,1,46,795,0,0,0,12-08-2017,01-07-2018,ended
Scentient - Smell in VR,50000,live,USD,02-22-2018,scentient-smell-in-vr,Gaming Hardware,Portland OR,199,0,0,0,01-08-2018,0,4,159,0,0,1,01-08-2018,02-22-2018,ended
TGD-1 Sim Dashboard a dashboard for everyone!,15000,live,EUR,12-06-2017,tgd-1-sim-dashboard-a-dashboard-for-everyone,Gaming Hardware,Rome Italy,199,4,0,0,11-22-2017,0,3,16,4,0,0,10-17-2017,12-06-2017,ended
Minimalist Miniatures,5000,live,USD,02-16-2018,minimalist-miniatures,Gaming Hardware,Salt Lake City UT,20,0,1,3,01-16-2018,0,98,2972,0,5,32,01-16-2018,02-16-2018,ended
Dragon Claw: Magnetic Card Holder,25000,live,USD,12-21-2017,dragon-claw-magnetic-card-holder,Gaming Hardware,San Francisco CA,10,0,0,1,11-21-2017,0,28,3626,6,5,3,11-21-2017,12-18-2017,ended
THE HOSER! - a Splash of Fun!,12500,live,USD,01-25-2018,the-hoser-a-splash-of-fun,Gaming Hardware,South Florida FL,0,0,0,0,12-26-2017,0,13,303,0,0,2,12-26-2017,01-25-2018,ended
Dygma Raise - The world's most advanced gaming keyboard,85000,live,EUR,01-20-2018,dygma-raise-the-worlds-most-advanced-gaming-keyboa,Gaming Hardware,Valencia Spain,189,26,4,145,01-12-2018,1,996,193535,0,0,0,12-21-2017,01-20-2018,ended
Konnected Alarm Panel: Revive Your Wired Alarm System,25000,live,USD,12-18-2017,konnected-alarm-panel-revive-your-wired-alarm-syst,Hardware,Alameda CA,35,7,1,22,11-14-2017,1,1777,183672,0,0,0,11-14-2017,12-18-2018,ended
BB Track - Electrical and autonomous assistance module,9000,live,EUR,02-15-2018,bb-track-electrical-and-autonomous-assistance-modu,Hardware,Angouleme France,10,0,0,0,01-18-2018,0,4,62,0,0,0,01-18-2018,02-15-2018,ended
GUS culture ultraponique ultra simple ultra efficace,100000,live,EUR,01-26-2018,gus-culture-ultraponique-ultra-simple-ultra-effica,Hardware,Annecy France,15,0,1,0,12-27-2017,0,27,6967,0,3,3,12-27-2017,01-26-2018,ended
Mimic Swim Paddle & KineFusion Apps: Increase Feel for Water,15000,live,USD,01-10-2018,mimic-swim-paddle-and-kinefusion-apps-increase-fee,Hardware,Ashburn VA,23,0,0,4,12-13-2017,0,36,1379,0,3,4,12-13-2017,01-10-2018,ended
PowerClimbÂ®,100000,live,USD,01-04-2018,powerclimb,Hardware,Athens GA,10000,0,0,0,12-04-2017,0,3,27,0,0,0,12-04-2017,01-04-2018,ended
BENS FUEL BOOSTER,100000,live,GBP,11-29-2017,bens-fuel-booster,Hardware,Athens Greece,400,0,0,0,11-10-2017,0,1,5,0,0,0,11-10-2017,11-29-2017,ended
The Mantaray,50000,live,USD,02-06-2018,the-mantaray,Hardware,Baltimore MD,25,0,0,0,01-07-2018,0,10,547,0,0,0,01-07-2018,02-06-2018,ended
Global Electric Car Conversion Training Reusing ICE Cars,50000,live,EUR,01-20-2018,global-electric-car-conversion-training-reusing-ic,Hardware,Berlin Germany,40,0,0,0,11-21-2017,0,4,515,0,1,0,11-21-2017,01-20-2018,ended
The Gate - The most affordable complete UCI starting system,30000,live,USD,03-09-2018,the-gate-the-most-affordable-complete-uci-starting,Hardware,Bloomington IN,30,0,0,0,02-07-2018,0,1,1,0,0,1,02-07-2018,02-24-2018,ended
ITALJET Motoleggera,60000,live,EUR,02-04-2018,italjet-motoleggera,Hardware,Bologna Italy,2590,0,0,0,12-06-2017,0,3,37,0,0,0,12-06-2017,02-04-2018,ended
SHARK TOOTH DRYWALL CLIPS,35000,live,USD,01-19-2018,shark-tooth-drywall-clips,Hardware,Brooklyn NY,10,0,0,1,12-04-2017,0,18,565,0,2,6,12-04-2017,01-18-2018,ended
Car Back anti-theft device Your in Control,200000,live,USD,01-11-2018,car-back-anti-theft-device-your-in-control,Hardware,Caledonia WI,10,0,0,0,11-27-2017,0,3,530,0,0,0,11-27-2017,01-11-2018,ended
Automatic Instruments The HAND fuzz guitar effects pedal,2500,live,USD,02-16-2018,automatic-instruments-the-hand-fuzz-guitar-effects,Hardware,Chicago IL,100,0,0,0,01-16-2018,0,11,941,0,0,0,01-16-2018,02-15-2018,ended
No Pop Drywall Screws,5000,live,USD,12-12-2017,no-pop-drywall-screws,Hardware,Chicago IL,0,9,0,0,11-20-2017,0,3,202,9,0,0,11-20-2017,12-11-2017,ended
Sustainable Energy 1,13999,live,USD,02-22-2018,sustainable-energy-1,Hardware,Columbus OH,0,0,0,0,01-23-2018,0,3,12,0,0,0,01-23-2018,02-22-2018,ended
Introducing the Ultimate Wheel Lock,50000,live,USD,01-29-2018,introducing-the-ultimate-wheel-lock,Hardware,Crown Point IN,65,1,0,0,12-22-2017,0,66,15779,7,1,5,12-22-2017,01-29-2018,ended
Beru - Simple Home Security for Homes and Apartments,42500,live,USD,01-19-2018,beru-simple-home-security-for-homes-and-apartments,Hardware,Dallas TX,79,2,0,0,12-04-2017,0,7,645,2,0,0,12-04-2017,01-11-2018,ended
X6: The Most Versatile USB-C PD Portable Charger Ever,30000,live,USD,02-02-2018,x6-the-most-versatile-usb-c-pd-portable-charger-ev,Hardware,East Palo Alto CA,39,0,0,16,01-03-2018,0,738,49795,9,1,70,01-03-2018,01-13-2018,ended
Aloha: Smart synchronized light shows made accessible,17500,live,EUR,12-21-2017,aloha-smart-synchronized-light-shows-made-accessib,Hardware,Eindhoven Netherlands,25,0,0,0,11-21-2017,0,14,3333,0,0,0,11-21-2017,12-21-2017,ended
Lightweight Ped-AL-board 13 Protype,35000,live,MXN,01-09-2018,lightweight-ped-al-board-13-protype,Hardware,Estado de Mexico Mexico,30,0,0,0,11-10-2017,0,2,40,0,1,0,11-10-2017,01-09-2018,ended
Skee Ball Display PCBs - Redesigned!,800,live,USD,02-21-2018,skee-ball-display-pcbs-redesigned,Hardware,Falls Church VA,20,0,0,0,01-31-2018,1,8,802,0,0,0,01-31-2018,02-20-2018,ended
Brunault-RC reinvents the radio controlled motorcycles,15000,live,EUR,12-31-2017,brunault-rc-reinvents-the-radio-controlled-motorcy,Hardware,France France,150,0,0,0,11-13-2017,0,2,2005,0,0,0,11-13-2017,12-31-2017,ended
GROOVER worlds best electric kick scooter,150000,live,EUR,12-13-2017,groover-worlds-best-electric-kick-scooter,Hardware,Graz Austria,19,6,0,5,11-13-2017,0,70,34585,17,13,12,11-13-2017,12-13-2017,ended
KKA S1 - Land Surf / Ski Mobility Skateboard,78148,live,HKD,03-10-2018,kka-s1-land-surf-ski-mobility-skateboard,Hardware,Hong Kong Hong Kong,6010,0,0,0,01-08-2018,0,54,272473,0,0,31,01-08-2018,01-08-2018,ended
LetKis: the world's most secure & advanced high-tech safe,80000,live,HKD,01-21-2018,letkis-the-worlds-most-secure-and-advanced-high-te,Hardware,Hong Kong Hong Kong,13250,17,0,0,12-21-2017,0,0,0,17,1,0,12-21-2017,01-09-2018,ended
Gabriel Device - Free energy for everyone,500000,live,USD,12-14-2017,gabriel-device-free-energy-for-everyone,Hardware,Kearney NE,0,0,0,0,11-13-2017,0,3,81,0,0,0,11-13-2017,12-13-2017,ended
